,wm_prod_code,prod_detail_type_code,prod_ccy,prod_risk_code,can_rcmd_ind,prod_name
3192,3709,FNDD,USD,RR4,1,國泰新興高收益債配息美元
3194,4644,FNDD,CNY,RR3,1,瀚亞印度政府基礎建設債券基金Ｂ類型－人民幣
3208,9104,FNDD,CNY,RR3,0,路博邁收益成長多重資產基金Ｎ月配（人民幣）
3209,AA47,FNDF,USD,RR2,0,富達全球台商企業基金
3210,AA97,FNDF,USD,RR4,0,富達亞洲高收益基金Ａ股穩定月配
3211,AAD8,FNDF,AUD,RR5,1,富達中國內需消費基金澳幣避險累積型
3215,AG09,FNDF,EUR,RR4,1,貝萊德歐元市場基金歐元
3216,AGA3,FNDF,USD,RR3,1,貝萊德新興市場債券基金Ａ６美元穩定配息
3217,AGC2,FNDF,USD,RR4,0,貝萊德日本靈活股票基金Ａ２美元
3219,AP06,FNDF,USD,RR3,1,ＮＮ（Ｌ）亞洲債券基金Ｘ股美元（月配息）
3222,CC94,FNDF,USD,RR3,1,摩根－ＪＰＭ新興市場債券美元（Ａ股累計）基金
3223,EE61,FNDF,USD,RR5,0,景順開發中市場基金Ａ－年配息股美元
3224,GG50,FNDF,USD,RR3,0,安本標準歐元高收益債券基金Ａ累積美元避險
3227,MM25,FNDF,EUR,RR4,0,安聯全球價值股票基金
3231,WW09,FNDF,USD,RR2,1,霸菱國際債券基金美元
3232,WW23,FNDF,AUD,RR3,1,霸菱成熟及新興市場高收益債券基金－Ａ類澳幣避險月配息型
3233,2717,FNDD,TWD,RR4,1,台新北美收益基金Ａ不配息
3234,2916,FNDD,TWD,RR4,1,復華全方位基金
3235,3010,FNDD,TWD,RR5,1,元大印度基金
3241,6106,FNDD,CNY,RR3,1,貝萊德全球多元因子ＥＴＦ組合基金累積人民幣
3252,AA42,FNDF,USD,RR5,1,富達亞洲成長趨勢基金
3253,AC22,FNDF,USD,RR3,0,天達環球策略環球多元資產收益基金Ｃ收益－２股份
3256,AP40,FNDF,USD,RR5,1,ＮＮ（Ｌ）亞洲收益基金Ｘ股美元（月配息）
3260,QQ40,FNDF,JPY,RR3,1,瑞銀（盧森堡）歐元高收益債券基金（歐元）（日圓避險－月配息）
3262,VV05,FNDF,USD,RR4,1,駿利亨德森美國創業基金Ａ股美元
3263,2044,FNDD,TWD,RR3,1,國泰主順位資產抵押高收益債券基金Ａ類型新臺幣
3271,5816,FNDD,ZAR,RR3,1,聯博全球高收益債券基金ＴＡ類型南非幣
3272,5822,FNDD,CNY,RR3,1,聯博美國高收益債券基金－ＡＡ類型（人民幣）
3273,5823,FNDD,USD,RR3,1,聯博多元資產收益組合基金ＡＩ類型美元
3275,6903,FNDD,CNY,RR5,1,兆豐國際中國Ａ股基金人民幣
3281,AI21,FNDF,USD,RR5,1,瀚亞中印股票基金
3282,AJ02,FNDF,EUR,RR4,0,瀚亞Ｍ＆Ｇ歐洲基金
3284,AR07,FNDF,AUD,RR3,1,ＮＢ高收益債券基金Ｔ股週配澳幣
3285,AR14,FNDF,ZAR,RR4,1,ＮＢ美國多元企業機會基金Ｔ股累積型南非幣
3289,CC23,FNDF,USD,RR5,1,摩根泰國基金
3291,EE43,FNDF,USD,RR4,1,景順歐洲指標增值基金Ａ（美元對沖）股美元
3292,GG41,FNDF,EUR,RR4,0,安本標準歐洲股息基金Ａ累積歐元
3294,NN49,FNDF,USD,RR5,1,聯博亞洲股票基金Ａ美元
3296,1201,FNDD,TWD,RR4,1,統一黑馬基金
3299,2939,FNDD,TWD,RR5,1,復華中小精選基金
3300,4618,FNDD,CNY,RR4,1,瀚亞亞太高股息基金Ｂ人民幣配息
3302,4809,FNDD,CNY,RR5,1,富蘭克林華美中國消費基金人民幣
3303,4937,FNDD,CNY,RR3,1,群益全球特別股收益基金人民幣配息
3305,3310,FNDD,TWD,RR5,1,群益東方盛世基金
3307,AA09,FNDF,EUR,RR4,1,富達德國基金
3317,CC53,FNDF,EUR,RR4,1,摩根－ＪＰＭ環球天然資源歐元（Ａ股分派）基金
3322,EE78,FNDF,USD,RR5,0,景順亞洲動力基金Ｃ－年配息股美元
3325,GG42,FNDF,USD,RR3,0,安本標準新興市場當地貨幣債券基金Ａ月配息美元
3331,2139,FNDD,TWD,RR4,1,野村亞太複合高收益債基金月配類型
3334,2621,FNDD,TWD,RR5,1,元大印尼指數基金
3336,4020,FNDD,TWD,RR3,1,聯博美國高收益債券基金－Ａ２類型（新臺幣）
3343,5814,FNDD,USD,RR3,1,聯博全球高收益債券基金ＴＡ類型美元
3344,5701,FNDD,USD,RR3,1,保德信全球醫療生化基金美元
3345,FE08,FNDF,USD,RR2,0,富蘭克林坦伯頓全球投資全球債券基金美元Ｆ（ＭＤＩＳ）股
3348,AA13,FNDF,USD,RR4,1,富達新加坡基金
3352,AG90,FNDF,USD,RR3,1,貝萊德環球動力股票基金美元
3355,BB37,FNDF,EUR,RR5,1,安聯全球新興市場高股息基金－ＡＴ累積類股（歐元）
3359,CR08,FNDF,ZAR,RR3,0,ＮＢ高收益債券基金Ｃ２股月配南非幣
3360,EE81,FNDF,USD,RR3,1,景順環球高收益債券基金Ａ－固定月配息股美元
3365,1302,FNDD,TWD,RR5,1,保德信科技島基金
3370,2912,FNDD,TWD,RR4,1,復華全球大趨勢基金－新臺幣
3371,3714,FNDD,USD,RR4,1,國泰亞太入息平衡基金配息美元
3376,TF58,FNDF,ZAR,RR3,0,鋒匯理Ⅱ－新興市場債券Ｔ股南非幣收益穩定配息
3380,AH04,FNDF,USD,RR3,1,新加坡大華國際成長基金美元
3381,AI54,FNDF,AUD,RR5,0,瀚亞中國股票基金澳幣避險穩定月配
3385,CC88,FNDF,USD,RR5,1,摩根－ＪＰＭ俄羅斯美元（Ａ股分派）基金
3386,CCD3,FNDF,AUD,RR3,1,摩根投資－ＪＰＭ環球高收益債券澳幣對沖（Ａ股累計）基金
3388,EE38,FNDF,AUD,RR5,1,景順大中華基金Ａ澳幣對沖
3390,KK72,FNDF,EUR,RR3,1,富蘭克林坦伯頓全球投資全球債券總報酬基金歐元月配Ａ
3393,PP16,FNDF,USD,RR2,1,施羅德環球美元債券（美元）Ａ１－累積基金
3394,QQ12,FNDF,USD,RR4,0,瑞士銀行美國中型股基金
3397,2801,FNDD,TWD,RR4,1,富蘭克林華美坦伯頓全球股票組合基金
3400,AT23,FNDF,USD,RR4,1,百達保安Ｒ美元
3405,6902,FNDD,USD,RR5,1,兆豐國際中國Ａ股基金美元
3411,AG05,FNDF,USD,RR4,1,貝萊德美國增長型基金美元
3412,AI03,FNDF,USD,RR2,1,瀚亞美國特優級債券基金
3414,BB40,FNDF,USD,RR5,1,安聯亞洲總回報股票基金－ＡＭ穩定月收類股（美元）
3415,BB54,FNDF,USD,RR5,1,安聯全球新興市場高股息基金－ＡＭＧ穩定月收總收益類股（美元）
3418,CCF2,FNDF,EUR,RR5,1,摩根－ＪＰＭ新興歐洲股票歐元（Ａ股分派）基金
3420,KK55,FNDF,USD,RR2,1,富蘭克林坦伯頓全球投資全球債券美元基金累積
3422,NN38,FNDF,EUR,RR4,1,聯博永續主題基金Ａ股歐元
3425,VV13,FNDF,USD,RR3,1,駿利亨德森高收益基金Ａ１美元
3427,1232,FNDD,TWD,RR5,1,統一大東協高股息基金新臺幣
3428,1409,FNDD,TWD,RR5,1,摩根東方科技基金
3429,1432,FNDD,TWD,RR5,1,摩根新金磚五國基金
3431,1911,FNDD,TWD,RR5,1,匯豐成功基金
3433,2415,FNDD,TWD,RR3,1,瀚亞股債入息組合基金
3434,2526,FNDD,TWD,RR5,1,安聯中華新思路基金－新臺幣
3435,2909,FNDD,TWD,RR3,1,復華高益策略組合基金
3436,2933,FNDD,TWD,RR5,1,復華中國新經濟Ａ股基金
3437,3032,FNDD,TWD,RR3,1,元大新興印尼機會債券基金台幣月配
3441,5811,FNDD,AUD,RR3,1,聯博債券收益組合基金ＡＡ類型澳幣
3443,UF60,FNDF,ZAR,RR2,0,鋒匯理Ⅱ－策略收益Ｕ股南非幣收益穩定配息
3449,AAB4,FNDF,USD,RR3,1,富達美元高收益基金Ｆ１美元穩定月配息
3453,AG68,FNDF,USD,RR2,1,貝萊德世界債券基金Ａ３美元
3454,AH02,FNDF,USD,RR4,1,新加坡大華新加坡增長基金美元
3456,AP08,FNDF,USD,RR2,1,ＮＮ（Ｌ）投資級公司債基金Ｘ股美元（月配息）
3461,NN03,FNDF,USD,RR3,1,聯博國際醫療基金Ａ股美元
3462,NN97,FNDF,EUR,RR3,1,聯博全球價值型基金ＡＤ月配歐元避險
3467,1516,FNDD,TWD,RR4,1,華南永昌全球神農水資源基金
3468,3345,FNDD,TWD,RR4,1,群益全球地產入息基金台幣配息
3470,AT11,FNDF,EUR,RR3,1,百達健康Ｒ歐元
3471,5805,FNDD,AUD,RR3,1,聯博多元資產收益組合基金ＡＤ類型澳幣
3476,AA15,FNDF,USD,RR4,1,富達大中華基金
3477,AB03,FNDF,USD,RR4,0,天達環球策略環球能源基金Ｃ收益股份
3483,AP10,FNDF,EUR,RR4,1,ＮＮ（Ｌ）能源基金Ｘ股歐元
3484,AP17,FNDF,USD,RR5,1,ＮＮ（Ｌ）大中華股票基金Ｘ股美元
3485,BB36,FNDF,USD,RR5,1,安聯全球新興市場高股息基金－ＡＴ累積類股（美元）
3488,CC91,FNDF,USD,RR3,1,摩根－ＪＰＭ新興市場債券美元（Ａ股每月派息）基金
3489,CCE9,FNDF,USD,RR4,1,摩根－ＪＰＭ美國科技美元（Ａ股分派）基金
3490,EE09,FNDF,JPY,RR4,1,景順日本小型企業基金Ａ股日圓
3491,EE23,FNDF,EUR,RR4,1,景順全歐洲企業基金Ａ股歐元
3492,EE26,FNDF,GBP,RR2,0,景順英國高質債券基金Ａ－季配息股英鎊
3493,KKA2,FNDF,USD,RR3,1,富蘭克林坦伯頓全球投資穩定月收益基金美元Ａ（ＡＣＣ）股
3495,1209,FNDD,TWD,RR4,1,統一統信基金
3500,4704,FNDD,CNY,RR3,1,野村環球高收益債基金月配人民幣
3508,AA80,FNDF,USD,RR3,1,富達全球聚焦基金
3512,AI59,FNDF,USD,RR4,1,瀚亞日本動力股票基金Ａ美元避險
3515,CC74,FNDF,USD,RR5,0,摩－ＪＰＭ新興歐洲、中東及非洲美元（Ａ股分派）基金
3519,KK57,FNDF,USD,RR2,1,富蘭克林坦伯頓全球投資美國政府基金累積
3521,NN94,FNDF,ZAR,RR5,1,聯博亞洲股票基金ＡＤ股月配南非幣避險
3523,PP81,FNDF,USD,RR3,1,施羅德環球環球收益股票（美元）Ａ１－累積基金
3524,QQ29,FNDF,USD,RR3,1,瑞銀（盧森堡）歐元高收益債券基金（歐元）美元避險
3526,2020,FNDD,TWD,RR4,1,國泰新興高收益債券基金配息
3527,2901,FNDD,TWD,RR5,1,復華數位經濟基金
3528,2919,FNDD,TWD,RR5,1,復華大中華中小策略基金
3529,3036,FNDD,TWD,RR4,1,元大新東協平衡基金
3531,3906,FNDD,CNY,RR1,1,復華人民幣貨幣市場基金
3536,WV01,FNDF,EUR,RR4,1,霸菱德國增長基金Ａ歐元累積
3540,AAC9,FNDF,USD,RR4,1,富達北歐基金美元避險
3541,AAE3,FNDF,USD,RR4,0,富達基金–歐洲多重資產收益基金Ａ股累積美元避險
3542,AC18,FNDF,ZAR,RR3,1,天達環球策略歐洲高收益債券基金Ｃ３南非幣避險
3547,EE32,FNDF,EUR,RR3,0,景順新興貨幣債券基金Ａ歐元對沖股歐元
3548,GG03,FNDF,AUD,RR4,0,安本標準澳洲股票基金Ａ累積澳幣
3550,PP99,FNDF,USD,RR5,0,施羅德環球新興亞洲（美元）Ａ－累積基金
3551,1415,FNDD,TWD,RR3,1,摩根全球平衡基金
3553,2016,FNDD,TWD,RR5,1,國泰新興市場基金
3556,2716,FNDD,TWD,RR5,1,台新台灣中小基金
3558,3114,FNDD,TWD,RR4,1,施羅德中國高收益債券基金配息型
3561,3911,FNDD,CNY,RR4,1,復華中國新經濟平衡基金人民幣不配息
3562,3915,FNDD,USD,RR5,1,復華亞太神龍科技基金－美元
3573,EE20,FNDF,USD,RR4,1,景順環球消費趨勢基金Ａ股美元
3574,EE48,FNDF,USD,RR5,1,景順印度股票基金Ａ－年配息股美元
3577,SS12,FNDF,USD,RR5,0,柏瑞環球拉丁美洲中小型公司股票基金
3581,1212,FNDD,TWD,RR5,1,統一亞太基金
3582,1424,FNDD,TWD,RR5,1,摩根新絲路基金
3583,2913,FNDD,TWD,RR5,1,復華亞太成長基金
3584,3331,FNDD,TWD,RR4,1,群益全球關鍵生技基金
3585,3350,FNDD,TWD,RR3,1,群益全球特別股收益基金新臺幣配息
3588,AG08,FNDF,EUR,RR5,1,貝萊德新興歐洲基金歐元
3592,6702,FNDD,CNY,RR4,1,中國信託全球不動產收益基金人民幣月配
3594,9351,FNDD,TWD,RR3,0,群益全球優先順位高收益債券基金ＮＡ累積型臺幣
3597,AH51,FNDF,SGD,RR5,0,新加坡大華東協基金星幣
3598,AI23,FNDF,USD,RR5,1,瀚亞印度股票基金
3599,AL01,FNDF,EUR,RR4,0,ＫＢＣ全球水資源基金
3601,AP35,FNDF,AUD,RR4,1,ＮＮ（Ｌ）歐元高股息基金Ｘ股對沖級別澳幣（月配息）
3609,1121,FNDD,TWD,RR4,1,日盛亞洲高收益債券基金累積型
3613,4813,FNDD,CNY,RR3,1,富蘭克林華美積極回報債券組合基金人民幣累積型
3614,4815,FNDD,USD,RR5,1,富蘭克林華美中國傘型基金之中國Ａ股基金美元
3615,4821,FNDD,ZAR,RR3,1,富蘭克林華美多重資產收益基金南非幣分配型
3624,AB07,FNDF,USD,RR5,1,天達環球策略環球黃金基金Ｃ收益股份
3627,AG86,FNDF,AUD,RR3,1,貝萊德美元高收益債券基金避險Ａ３澳幣月配
3628,BB47,FNDF,EUR,RR3,1,安聯收益成長基金－ＡＭ穩定月收類股（歐元避險）
3629,BB65,FNDF,ZAR,RR3,1,安聯多元信用債券基金－ＡＭＧ穩定月收總收益類股（南非幣避險）
3631,CCA9,FNDF,USD,RR3,1,摩根－ＪＰＭ新興市場企業債券美元（Ａ股累計）基金
3633,GG06,FNDF,GBP,RR4,0,安本標準英國股票基金Ａ累積英鎊
3634,GG30,FNDF,USD,RR3,0,安本標準新興市場債券基金Ａ月配息美元
3639,2028,FNDD,TWD,RR4,0,國泰歐洲精選基金台幣
3642,2804,FNDD,TWD,RR4,1,富蘭克林華美新世界股票基金
3646,5803,FNDD,USD,RR3,1,聯博多元資產收益組合基金Ａ２類型美元
3647,5813,FNDD,CNY,RR3,1,聯博全球高收益債券基金ＴＡ類型人民幣
3650,9107,FNDD,ZAR,RR3,0,路博邁收益成長多重資產基金Ｎ累積（南非幣）
3656,AGD2,FNDF,ZAR,RR3,1,貝萊德亞洲老虎債券基金Ａ８多幣別穩定月配息股份－南非幣避險
3657,AO26,FNDF,AUD,RR3,1,ＰＩＭＣＯ新興市場債券基金Ｍ級澳月收息股
3658,AP32,FNDF,USD,RR3,1,ＮＮ（Ｌ）環球高股息基金Ｘ股美元（月配息）
3661,AH62,FNDF,SGD,RR5,1,新加坡大華黃金及綜合基金星幣
3662,KK47,FNDF,EUR,RR3,1,富蘭克林坦伯頓全球投資互利全球領航基金歐元
3664,OB08,FNDF,USD,RR4,1,法巴美國增長股票基金Ｃ（美元）
3667,1330,FNDD,TWD,RR5,0,保德信亞太基金
3669,2013,FNDD,TWD,RR5,1,國泰中港台基金
3670,2517,FNDD,TWD,RR5,1,安聯中國東協基金
3672,3213,FNDD,TWD,RR5,1,永豐滬深３００紅利指數基金新臺幣
3677,AT12,FNDF,USD,RR4,1,百達生物科技Ｒ美元
3680,6101,FNDD,CNY,RR4,1,貝萊德亞洲高收益債券基金月配人民幣
3688,AG69,FNDF,EUR,RR5,1,貝萊德新興市場基金歐元
3689,AG74,FNDF,EUR,RR4,1,貝萊德永續能源基金歐元
3690,AG77,FNDF,EUR,RR5,1,貝萊德世界黃金基金歐元
3691,AGE3,FNDF,USD,RR4,1,貝萊德全球智慧數據股票入息基金Ａ２美元
3692,AH56,FNDF,SGD,RR4,1,新加坡大華全球科技基金星幣
3694,AO12,FNDF,USD,RR3,1,ＰＩＭＣＯ新興市場債券基金Ｅ級類別收息股
3695,CCE2,FNDF,USD,RR4,1,摩根日本日圓基金（美元對沖累計）
3697,EE75,FNDF,USD,RR5,1,景順韓國基金Ａ－年配息股美元
3699,KK33,FNDF,USD,RR5,1,富蘭克林坦伯頓全球投資印度基金
3700,KKA5,FNDF,USD,RR5,1,富蘭克林坦伯頓全球投資邊境市場基金美元Ａ（ＹＤＩＳ）股
3701,NN78,FNDF,AUD,RR4,1,聯博全球不動產證券基金ＡＤ澳幣避險
3704,VV07,FNDF,USD,RR3,1,駿利亨德森環球生命科技基金Ａ股美元
3708,2516,FNDD,TWD,RR4,1,安聯全球油礦金趨勢基金
3709,4015,FNDD,TWD,RR3,1,聯博全球高收益債券基金Ｔ２累積型
3711,4202,FNDD,CNY,RR4,1,永豐中國高收益債券基金－人民幣配息
3712,4708,FNDD,CNY,RR4,1,野村歐洲中小成長基金人民幣
3718,6216,FNDD,CNY,RR5,1,統一大龍騰中國基金（人民幣）
3720,AAC6,FNDF,USD,RR4,1,富達歐洲動能基金美元避險
3724,AF45,FNDF,USD,RR4,0,鋒匯理Ⅱ－歐洲潛力Ａ２美元
3727,AI42,FNDF,USD,RR4,1,瀚亞亞洲股票收益基金Ａ美元累積型
3728,AQ03,FNDF,AUD,RR3,0,美盛西方資產全球高收益債券基金Ａ類澳配
3730,AR29,FNDF,ZAR,RR5,1,ＮＢ新興市場股票基金Ｔ累積類股南非幣
3734,KK38,FNDF,USD,RR5,1,富蘭克林坦伯頓全球投資金磚四國基金
3735,PP22,FNDF,USD,RR5,1,施羅德環球拉丁美洲（美元）Ａ１－累積基金
3742,1427,FNDD,TWD,RR5,1,摩根金龍收成基金
3744,2828,FNDD,TWD,RR3,1,富蘭克林華美退休傘型基金之目標２０２７組合基金－新臺幣
3746,4022,FNDD,TWD,RR5,1,聯博中國Ａ股基金－Ａ２類型（新臺幣）
3749,AT06,FNDF,ZAR,RR4,1,百達智慧城市ＨＲ年配南非幣
3753,5815,FNDD,AUD,RR3,1,聯博全球高收益債券基金ＴＡ類型澳幣
3754,6007,FNDD,USD,RR3,1,安聯目標收益基金－Ｂ類型（月配息）－美元
3755,WV02,FNDF,USD,RR4,1,霸菱德國增長基金Ａ美元累積
3760,AAE2,FNDF,AUD,RR5,0,富達太平洋基金澳幣避險累積型
3764,AGD3,FNDF,USD,RR3,1,貝萊德環球高收益債券基金Ａ３美元配息
3768,PP12,FNDF,JPY,RR4,1,施羅德環球日本小型公司（日元）Ａ１－累積基金
3769,PP73,FNDF,USD,RR3,1,施羅德環球環球股債收息基金（美元）Ａ－月配固定基金
3770,QQ19,FNDF,EUR,RR2,0,瑞銀歐元債券基金（未核備）
3772,WW53,FNDF,EUR,RR4,0,霸菱歐寶基金歐元
3775,1333,FNDD,TWD,RR5,1,保德信中國中小基金
3776,1445,FNDD,TWD,RR4,1,摩根新興雙利平衡基金月配息型
3777,1518,FNDD,TWD,RR5,0,華南永昌中國Ａ股基金
3780,2007,FNDD,TWD,RR4,1,國泰小龍基金
3781,2307,FNDD,TWD,RR4,1,柏瑞全球金牌組合基金
3785,2818,FNDD,TWD,RR5,1,富蘭克林華美中國傘型基金之中國Ａ股基金
3787,3002,FNDD,TWD,RR4,1,元大卓越基金
3790,5007,FNDD,TWD,RR5,1,貝萊德亞太智慧數據股票入息基金月配新台幣
3792,ER26,FNDF,ZAR,RR3,0,ＮＢ新興市場本地貨幣債券基金Ｅ股月配南非幣
3801,AG79,FNDF,EUR,RR4,1,貝萊德世界礦業基金歐元
3803,AH59,FNDF,SGD,RR4,0,新加坡大華全球房地產收益基金星幣
3805,AO32,FNDF,USD,RR2,1,ＰＩＭＣＯ全球投資級別債券基金Ｍ級月收強化股份
3808,EE46,FNDF,USD,RR3,1,景順環球指標增值基金Ａ－穩定月配息股美元
3810,GG34,FNDF,USD,RR5,0,安本標準新興市場小型公司基金Ａ累積美元
3811,KK45,FNDF,EUR,RR2,1,富蘭克林坦伯頓全球投資精選收益基金歐元
3813,NN91,FNDF,USD,RR5,1,聯博中國時機基金ＡＤ月配美元
3815,2010,FNDD,TWD,RR5,1,國泰中小成長基金
3817,3011,FNDD,TWD,RR5,1,元大新興亞洲基金
3818,3113,FNDD,TWD,RR4,1,施羅德中國高收益債券基金累積型
3824,AT05,FNDF,AUD,RR4,1,百達智慧城市ＨＲ年配澳幣
3825,AGD4,FNDF,USD,RR5,1,貝萊德東協領先基金Ａ２美元
3826,5936,FNDD,CNY,RR3,1,柏瑞新興市場企業策略債券基金Ｂ類型人民幣
3828,6005,FNDD,CNY,RR3,1,安聯四季豐收債券組合基金－Ｂ類型（月配息）－人民幣
3829,7329,FNDD,TWD,RR3,0,柏瑞特別股息收益基金Ｎ類型新臺幣
3831,AF27,FNDF,USD,RR4,0,鋒匯理Ⅱ－日本股票Ａ２美元
3834,AG80,FNDF,EUR,RR4,1,貝萊德世界科技基金歐元
3835,AP15,FNDF,USD,RR3,1,ＮＮ（Ｌ）新興市場債券基金Ｘ股美元
3836,AR16,FNDF,ZAR,RR3,1,ＮＢ高收益債券基金Ｔ股累積南非幣
3838,CC62,FNDF,USD,RR2,1,摩根ＪＰＭ環球短債基金
3840,CCG3,FNDF,USD,RR5,0,摩根－ＪＰＭ新興歐洲股票美元（Ａ股分派）基金
3844,XX13,FNDF,USD,RR5,1,匯豐環球投資基金泰國股票
3846,1918,FNDD,TWD,RR5,1,匯豐新鑽動力基金
3850,4722,FNDD,USD,RR3,1,野村亞太新興債券基金美元配息
3853,5810,FNDD,USD,RR3,1,聯博債券收益組合基金ＡＡ類型美元
3854,5812,FNDD,ZAR,RR3,1,聯博債券收益組合基金ＡＡ類型南非幣
3866,AG34,FNDF,USD,RR2,1,貝萊德環球政府債券基金美元
3867,AG44,FNDF,EUR,RR4,1,貝萊德社會責任多元資產基金歐元
3868,AG60,FNDF,EUR,RR5,1,貝萊德中國基金ＨＥＤＧＥＤＡ２歐元
3869,AGB5,FNDF,AUD,RR3,1,貝萊德亞洲老虎債券基金Ａ８月配澳幣避險
3870,AI41,FNDF,NZD,RR3,1,瀚亞全球價值股票基金紐幣避險穩定月配
3876,CC93,FNDF,USD,RR2,1,摩根－ＪＰＭ美國複合收益債券美元（Ａ股每月派息）基金
3878,KK27,FNDF,USD,RR3,1,富蘭克林坦伯頓全球投資全球股票收益基金
3879,KKA9,FNDF,USD,RR4,1,富蘭克林坦伯頓全球投資潛力歐洲基金美元避險Ａ（ＡＣＣ）股－Ｈ１
3882,PP28,FNDF,USD,RR2,1,施羅德環球新興市場債券（美元）Ａ１－月配固定基金
3883,PP55,FNDF,USD,RR5,1,施羅德環球金磚四國（美元）Ａ１－累積基金
3885,SS05,FNDF,JPY,RR4,0,瑞環球日本新遠景股票基金
3888,1309,FNDD,TWD,RR4,1,保德信全球中小基金新臺幣
3889,1622,FNDD,TWD,RR5,1,第一金中國世紀基金
3890,2116,FNDD,TWD,RR4,1,野村全球生技醫療基金
3892,2438,FNDD,TWD,RR4,1,瀚亞亞太豐收平衡基金Ｂ－台幣
3893,2608,FNDD,TWD,RR4,1,元大全球ＥＴＦ成長組合基金
3895,3329,FNDD,TWD,RR4,1,群益多重資產組合基金
3896,3502,FNDD,TWD,RR5,1,德信數位時代基金
3905,UF07,FNDF,USD,RR4,0,鋒匯理Ⅱ－美國鋒裕基金Ｕ２美元
3906,UF57,FNDF,AUD,RR3,0,鋒匯理Ⅱ－新興市場債券Ｕ股澳幣收益穩定配息
3907,6004,FNDD,CNY,RR3,1,安聯四季豐收債券組合基金－Ａ類型（累積）－人民幣
3917,AA06,FNDF,USD,RR4,1,富達美國基金
3919,AAB9,FNDF,EUR,RR3,1,富達全球入息基金累積歐元避險
3921,AP11,FNDF,USD,RR4,1,ＮＮ（Ｌ）原物料基金Ｘ股美元
3922,BB61,FNDF,NZD,RR3,1,安聯收益成長基金－ＡＭ穩定月收類股（紐幣避險）
3925,5902,FNDD,CNY,RR3,1,柏瑞中國平衡基金Ｂ類型人民幣
3928,PP64,FNDF,USD,RR3,1,施羅德環球環球高收益（美元）Ａ１－月配固定基金
3930,1338,FNDD,TWD,RR3,1,保德信印度機會債券基金配息型－新臺幣
3933,3003,FNDD,TWD,RR5,0,元巴菲特基金
3934,3040,FNDD,TWD,RR3,1,元大新興亞洲美元債券基金新臺幣（Ａ）不配息
3935,4009,FNDD,TWD,RR3,1,聯博多元資產收益組合基金Ａ２不配息（台幣）
3940,AV08,FNDF,ZAR,RR3,1,瑞萬通博環球高收益債券基金ＡＭＨ南非幣避險月配
3941,AW05,FNDF,AUD,RR3,1,野村愛爾蘭美國高收益債券基金（ＴＤ澳幣避險類股）
3946,AA23,FNDF,USD,RR3,1,富達國際基金
3947,AAA1,FNDF,USD,RR2,1,富達美元債券基金累積
3954,GG39,FNDF,USD,RR4,0,安本標準世界資源股票基金Ａ累積美元
3956,KK39,FNDF,USD,RR4,1,富蘭克林坦伯頓全球投資大中華基金
3959,PP78,FNDF,USD,RR4,1,施羅德環球歐洲收益股票（美元避險）Ａ１－月配固定基金
3960,VV03,FNDF,USD,RR4,1,駿利亨德森美國４０基金Ａ股美元
3961,VV08,FNDF,EUR,RR3,1,駿利亨德森環球生命科技基金Ａ股歐元
3962,1226,FNDD,TWD,RR5,1,統一大龍騰中國基金
3966,AT09,FNDF,EUR,RR4,1,百達水資源Ｒ歐元
3968,6104,FNDD,CNY,RR5,1,貝萊德亞太智慧數據股票入息基金月配人民幣
3973,AA72,FNDF,USD,RR3,1,富達美元高收益基金
3976,AF54,FNDF,ZAR,RR3,0,鋒匯理Ⅱ－環球高收益Ａ股南非幣收益穩定配息
3977,AF56,FNDF,ZAR,RR3,0,鋒匯理Ⅱ－美國高息Ａ股南非幣收益穩定配息
3978,AF59,FNDF,AUD,RR2,0,鋒匯理Ⅱ－策略收益Ａ股澳幣收益穩定配息
3979,AF73,FNDF,ZAR,RR2,0,鋒匯理Ⅱ－美元綜合債券Ａ股南非幣收益穩定配息
3982,AO28,FNDF,USD,RR2,1,ＰＩＭＣＯ全球投資級別債券基金－Ｍ級類別（月收息股份）
3985,BR08,FNDF,ZAR,RR3,0,ＮＢ高收益債券基金Ｂ股月配南非幣
3991,1220,FNDD,TWD,RR5,1,統一大龍印基金
3995,2802,FNDD,TWD,RR4,1,富蘭克林華美第一富基金
3996,3913,FNDD,CNY,RR5,1,復華中國新經濟Ａ股基金人民幣
3997,3914,FNDD,USD,RR4,1,復華全球物聯網科技基金－美元
4008,AB09,FNDF,USD,RR4,1,天達環球策略環球天然資源基金Ｃ收益股份
4014,KK76,FNDF,EUR,RR4,1,富蘭克林坦伯頓全球投資美國機會基金歐元
4018,PP68,FNDF,USD,RR5,1,施羅德環球亞洲收益股票（美元）Ａ１－月配固定基金
4020,2927,FNDD,TWD,RR3,1,復華新興人民幣短期收益基金
4021,3103,FNDD,TWD,RR5,1,施羅德台灣樂活中小基金－Ａ類型
4024,3352,FNDD,TWD,RR3,1,群益全球優先順位高收益債券基金Ｂ月配型臺幣
4028,AA78,FNDF,JPY,RR4,1,富達日本潛力優勢基金
4038,AH12,FNDF,USD,RR5,1,新加坡大華黃金及綜合基金美元
4041,AR19,FNDF,ZAR,RR4,1,ＮＢ美國小型企業基金Ｔ股累積南非幣
4043,JJ26,FNDF,USD,RR3,1,富蘭克林公用事業基金美元Ａ股
4044,KK07,FNDF,USD,RR5,0,富蘭克林坦伯頓全球投資拉丁美洲基金
4045,KK53,FNDF,USD,RR5,1,富蘭克林坦伯頓全球投資邊境市場基金美元
